"MSZoning","Alley","LotShape","LandContour","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","RoofStyle","Exterior1st","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","HeatingQC","Electrical","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageQual","GarageCond","PavedDrive","PoolQC","Fence","MiscFeature"
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigCulDSac","NeighborhoodCollgCr","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleHip","Exterior1stVinylSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualGd","BsmtCondTA","BsmtExposureAv","BsmtFinType1LwQ","HeatingQCTA","ElectricalSBrkr","BsmtFullBath1","","FullBath1","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","","","GarageTypeDetchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","FenceMnPrv",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodNAmes","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stBrkFace","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1ALQ","HeatingQCEx","ElectricalFuseA","BsmtFullBath1","","FullBath1","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","","","GarageTypeAttchd","GarageFinishRFn","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodNridgHt","Condition1Norm","BldgTypeTwnhsE","HouseStyle1Story","RoofStyleHip","Exterior1stMetalSd","MasVnrTypeBrkFace","ExterQualEx","ExterCondTA","FoundationPConc","BsmtQualEx","BsmtCondTA","BsmtExposureNo","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath2","","BedroomAbvGr2","KitchenQualEx","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigCulDSac","NeighborhoodMitchel","Condition1Norm","BldgType1Fam","HouseStyle1.5Fin","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeNone","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualEx","BsmtCondTA","BsmtExposureNo","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath1","HalfBath1","BedroomAbvGr1","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuEx","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningFV","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodSomerst","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeNone","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureAv","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","","","GarageTypeAttchd","GarageFinishRFn","GarageCars3","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRM","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodOldTown","Condition1Norm","BldgType2fmCon","HouseStyle2Story","RoofStyleGable","Exterior1stMetalSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationBrkTil","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1Unf","HeatingQCGd","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr2","KitchenQualTA","FunctionalTyp","","","","","","","","PavedDriveN","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodSawyer","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stHdBoard","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1BLQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath1","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","","","GarageTypeAttchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","FenceMnPrv",""
"MSZoningRL","","LotShapeIR2","LandContourLvl","LotConfigCorner","NeighborhoodGilbert","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureAv","BsmtFinType1GLQ","HeatingQCGd","ElectricalSBrkr","","BsmtHalfBath1","FullBath2","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","","","GarageTypeAttchd","GarageFinishFin","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRM","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodBrkSide","Condition1Norm","BldgType1Fam","HouseStyle1.5Fin","RoofStyleGable","Exterior1stWd Sdng","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationPConc","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1Unf","HeatingQCTA","ElectricalSBrkr","","","FullBath1","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeDetchd","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","FenceMnPrv","MiscFeatureShed"
"MSZoningRM","","LotShapeIR2","LandContourBnk","LotConfigCorner","NeighborhoodIDOTRR","Condition1RRNn","BldgTypeDuplex","HouseStyle1Story","RoofStyleGable","Exterior1stWd Sdng","MasVnrTypeNone","ExterQualFa","ExterCondTA","FoundationCBlock","BsmtQualGd","BsmtCondTA","BsmtExposureGd","BsmtFinType1LwQ","HeatingQCTA","ElectricalSBrkr","BsmtFullBath1","","FullBath1","","BedroomAbvGr2","KitchenQualTA","FunctionalTyp","","","GarageTypeCarPort","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeIR1","LandContourLow","LotConfigInside","NeighborhoodVeenker","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stWdShing","MasVnrTypeNone","ExterQualGd","ExterCondTA","FoundationCBlock","BsmtQualEx","BsmtCondTA","BsmtExposureGd","BsmtFinType1GLQ","HeatingQCGd","ElectricalSBrkr","BsmtFullBath2","","","HalfBath1","","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeAttchd","GarageFinishFin","GarageCars3","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourBnk","LotConfigInside","NeighborhoodNAmes","Condition1Norm","BldgType1Fam","HouseStyleSLvl","RoofStyleGable","Exterior1stMetalSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1ALQ","HeatingQCTA","ElectricalSBrkr","","","FullBath1","","BedroomAbvGr3","KitchenQualTA","FunctionalMin1","Fireplaces1","FireplaceQuTA","GarageTypeDetchd","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","FenceMnPrv",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigInside","NeighborhoodNAmes","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stHdBoard","MasVnrTypeBrkFace","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1BLQ","HeatingQCGd","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningFV","AlleyPave","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodSomerst","Condition1Norm","BldgTypeTwnhs","HouseStyle2Story","RoofStyleGable","Exterior1stMetalSd","MasVnrTypeBrkFace","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath2","HalfBath1","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","","","GarageTypeAttchd","GarageFinishFin","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigCorner","NeighborhoodCollgCr","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeNone","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1Unf","HeatingQCEx","ElectricalSBrkr","","","FullBath2","HalfBath1","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","","","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeIR2","LandContourHLS","LotConfigCulDSac","NeighborhoodStoneBr","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleHip","Exterior1stVinylSd","MasVnrTypeBrkFace","ExterQualEx","ExterCondTA","FoundationPConc","BsmtQualEx","BsmtCondTA","BsmtExposureGd","BsmtFinType1Unf","HeatingQCEx","ElectricalSBrkr","","","FullBath3","HalfBath1","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeBuiltIn","GarageFinishFin","GarageCars3","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourBnk","LotConfigInside","NeighborhoodCollgCr","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stHdBoard","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureAv","BsmtFinType1ALQ","HeatingQCEx","ElectricalSBrkr","","","FullBath1","","BedroomAbvGr2","KitchenQualTA","FunctionalTyp","","","GarageTypeDetchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","FenceMnPrv",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodSawyerW","Condition1RRAe","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1ALQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath1","HalfBath1","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","","","GarageTypeDetchd","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRM","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodIDOTRR","Condition1Norm","BldgType1Fam","HouseStyle2.5Unf","RoofStyleGable","Exterior1stMetalSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationBrkTil","BsmtQualTA","BsmtCondFa","BsmtExposureNo","BsmtFinType1Unf","HeatingQCTA","ElectricalSBrkr","","","FullBath1","","BedroomAbvGr3","KitchenQualFa","FunctionalTyp","","","GarageTypeDetchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveN","","",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigInside","NeighborhoodNridgHt","Condition1Norm","BldgTypeTwnhsE","HouseStyle1Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeStone","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondGd","BsmtExposureMn","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr2","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRM","","LotShapeIR1","LandContourBnk","LotConfigInside","NeighborhoodOldTown","Condition1RRAn","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stStucco","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationBrkTil","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1Unf","HeatingQCGd","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","","","GarageTypeDetchd","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","FenceGdPrv",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodCollgCr","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeBrkFace","ExterQualTA","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath2","HalfBath1","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","","","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","FenceGdPrv",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodNridgHt","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeBrkFace","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualEx","BsmtCondTA","BsmtExposureAv","BsmtFinType1Unf","HeatingQCEx","ElectricalSBrkr","","","FullBath2","HalfBath1","BedroomAbvGr4","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeBuiltIn","GarageFinishRFn","GarageCars3","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodNAmes","Condition1PosA","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stPlywood","MasVnrTypeBrkFace","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualGd","BsmtCondTA","BsmtExposureGd","BsmtFinType1GLQ","HeatingQCTA","ElectricalSBrkr","BsmtFullBath1","","FullBath2","","BedroomAbvGr3","KitchenQualTA","FunctionalMin1","Fireplaces1","FireplaceQuGd","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigInside","NeighborhoodCollgCr","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeBrkFace","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureAv","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath2","","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","","","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRM","","LotShapeReg","LandContourLvl","LotConfigCorner","NeighborhoodOldTown","Condition1Artery","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stMetalSd","MasVnrTypeNone","ExterQualTA","ExterCondGd","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1Unf","HeatingQCTA","ElectricalSBrkr","","","FullBath1","","BedroomAbvGr2","KitchenQualTA","FunctionalTyp","","","GarageTypeAttchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigCorner","NeighborhoodClearCr","Condition1Norm","BldgType1Fam","HouseStyle1.5Fin","RoofStyleGable","Exterior1stBrkFace","MasVnrTypeNone","ExterQualGd","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1BLQ","HeatingQCTA","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","Fireplaces1","FireplaceQuTA","GarageTypeAttchd","GarageFinishFin","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigInside","NeighborhoodNAmes","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stPlywood","MasVnrTypeBrkFace","ExterQualTA","ExterCondGd","FoundationCBlock","BsmtQualGd","BsmtCondTA","BsmtExposureGd","BsmtFinType1ALQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath2","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","Fireplaces2","FireplaceQuGd","GarageTypeAttchd","GarageFinishFin","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigCorner","NeighborhoodMitchel","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stHdBoard","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1ALQ","HeatingQCTA","ElectricalSBrkr","BsmtFullBath1","","FullBath1","","BedroomAbvGr2","KitchenQualTA","FunctionalTyp","","","GarageTypeDetchd","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigCorner","NeighborhoodGilbert","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeBrkFace","ExterQualTA","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1Unf","HeatingQCGd","ElectricalSBrkr","","","FullBath2","HalfBath1","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","Fireplaces1","FireplaceQuTA","GarageTypeAttchd","GarageFinishFin","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodNAmes","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stWd Sdng","MasVnrTypeBrkFace","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1ALQ","HeatingQCGd","ElectricalSBrkr","BsmtFullBath1","","FullBath1","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","","","GarageTypeAttchd","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","FenceGdWo",""
"MSZoningRM","","LotShapeReg","LandContourLvl","LotConfigCorner","NeighborhoodOldTown","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleGambrel","Exterior1stVinylSd","MasVnrTypeNone","ExterQualGd","ExterCondGd","FoundationCBlock","BsmtQualFa","BsmtCondTA","BsmtExposureNo","BsmtFinType1Unf","HeatingQCGd","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","","","GarageTypeDetchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRM","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodMeadowV","Condition1Norm","BldgTypeTwnhs","HouseStyleSLvl","RoofStyleGable","Exterior1stCemntBd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualGd","BsmtCondTA","BsmtExposureGd","BsmtFinType1GLQ","HeatingQCTA","ElectricalSBrkr","BsmtFullBath1","","FullBath1","","BedroomAbvGr2","KitchenQualTA","FunctionalTyp","","","GarageTypeBuiltIn","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","FenceGdWo",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigInside","NeighborhoodNAmes","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1ALQ","HeatingQCEx","ElectricalFuseA","","","FullBath1","","BedroomAbvGr2","KitchenQualTA","FunctionalTyp","","","GarageTypeDetchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRM","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodBrkSide","Condition1Norm","BldgType1Fam","HouseStyle1.5Fin","RoofStyleGable","Exterior1stWd Sdng","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1BLQ","HeatingQCTA","ElectricalSBrkr","BsmtFullBath1","","FullBath1","","BedroomAbvGr2","KitchenQualTA","FunctionalMin1","","","GarageTypeDetchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","FenceMnPrv",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodSawyer","Condition1Norm","BldgTypeDuplex","HouseStyle1Story","RoofStyleHip","Exterior1stHdBoard","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1Unf","HeatingQCTA","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr4","KitchenQualTA","FunctionalTyp","","","","","","","","PavedDriveY","","",""
"MSZoningRM","AlleyGrvl","LotShapeReg","LandContourLvl","LotConfigCorner","NeighborhoodOldTown","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stWd Sdng","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationPConc","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1Unf","HeatingQCGd","ElectricalSBrkr","","","FullBath1","HalfBath1","BedroomAbvGr2","KitchenQualTA","FunctionalTyp","","","GarageTypeDetchd","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","FenceMnPrv",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigCorner","NeighborhoodNAmes","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeBrkFace","ExterQualTA","ExterCondGd","FoundationCBlock","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1Rec","HeatingQCTA","ElectricalSBrkr","","","FullBath2","HalfBath1","BedroomAbvGr4","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeAttchd","GarageFinishFin","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRM","","LotShapeReg","LandContourLvl","LotConfigFR2","NeighborhoodMitchel","Condition1Norm","BldgTypeTwnhsE","HouseStyle1Story","RoofStyleHip","Exterior1stVinylSd","MasVnrTypeBrkFace","ExterQualTA","ExterCondGd","FoundationPConc","BsmtQualEx","BsmtCondGd","BsmtExposureNo","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath2","","BedroomAbvGr2","KitchenQualTA","FunctionalTyp","","","GarageTypeAttchd","GarageFinishFin","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodSomerst","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeStone","ExterQualTA","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeAttchd","GarageFinishRFn","GarageCars3","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigInside","NeighborhoodNAmes","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stMetalSd","MasVnrTypeBrkCmn","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1Unf","HeatingQCGd","ElectricalSBrkr","","","FullBath1","HalfBath1","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","","","GarageTypeDetchd","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
